,Unnamed: 0,service_request_id,grievance,translated_text
1923,1923,101004369948,Illegal ramps on cityvstreet leading to illegal parking space on yard. Please remove the illegal ramps and cones on street. Thank you. Correct address is 29 Starr Lane in JP.,"Rampas ilegales en la calle cityvstreet que conduce a espacio de estacionamiento ilegal en el patio. Por favor, retire las rampas ilegales y conos en la calle. Gracias. La dirección correcta es 29 Starr Lane en JP."
1924,1924,101004368673,Rat around garbage cans (recurring problem),Ratas alrededor de cubos de basura (problema recurrente)
1925,1925,101004370043,Debri on sidewalk,Debri en la acera
1926,1926,101004370056,"Constituent reports two cars on eitehr side of driveway. States cars are too close to driveway and parked far off the curb, states it is very difficlut to enter exit safely. | How is the car parked illegally: [Other]","Constituyente informa dos coches en el lado eitehr de la entrada. Los coches de los Estados están demasiado cerca de la entrada y estacionado lejos de la acera, dice que es muy difícil entrar en la salida de forma segura."
1927,1927,101004370053,My understanding is that you will be coming into the neighborhood to do some pruning on St Charles based on street postings. This tree is across the street and this branch is ready to fall down. One of the other branches fell earlier damaging a parked car underneath. It would be good if you can take this dead branch down before falling which would probably hit two parked cars underneath. It is not that high off the ground and would take a few minutes. Tree branch is between 50 and 52 Chandler,Mi entendimiento es que usted va a venir al barrio para hacer algunas podas en St Charles basado en los puestos de la calle. Este árbol está al otro lado de la calle y esta rama está lista para caerse. Una de las otras ramas cayó antes dañando un coche estacionado debajo. Sería bueno si usted puede tomar esta rama muerta abajo antes de caer que probablemente golpearía dos coches estacionados debajo. No es tan alto del suelo y tomaría unos minutos. Rama del árbol es entre 50 y 52 Chandler
1928,1928,101004370047,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Jueves, 30 de junio de 2022] Artículo solicitado para una colección: [TV (0) Acondicionador de aire (1) Refrigerador/Congelador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Jueves] Recojo de la curva o un callejón: [Curbside Pickup]"
1929,1929,101004369445,"Number of rats: [8]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Roaming house, a bunch of trash everywhere that is attracting rodents.]","Número de ratas: [8] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [Caminos, un montón de basura por todas partes que está atrayendo roedores.]"
1930,1930,101004369145,weeds and trees growing through the fence and blocking proper passage on the sidewalk please cut back from city property or cite owner and ask the owner to do it,malezas y árboles que crecen a través de la valla y bloquean el paso adecuado en la acera por favor corte hacia atrás de la propiedad de la ciudad o cite al propietario y pida al propietario que lo haga
1931,1931,101004369802,so many weeds never maintained house need real owner come to fix,tantas malas hierbas nunca mantenidas casa necesitan verdadero dueño venir a arreglar
1932,1932,101004370038,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Jueves, 30 de junio de 2022] Artículo solicitado para una colección: [TV (1) Aire Acondicionado (0) Refrigerador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Mon/Thurs] Recojo de la curva o un callejón: [Curbside Pickup]"
1933,1933,101004370033,Tricycle,Triciclo
1934,1934,101004370023,Reason wales street was not swept yesterday was because there was a fire and street was closed..feel free to grab a broom and clean it.. neighbor,La razón por la que la calle Wales no fue barrida ayer fue porque había un fuego y la calle estaba cerrada.. se siente libre para agarrar una escoba y limpiarla.. vecino
1935,1935,101004370036,Abandoned bike,Bicicleta abandonada
1936,1936,101004369926,Shopping cart on sidewalk,Carrito de compras en la acera
1937,1937,101004370026,Tv,Tv
1938,1938,101004364604,And the other 5 signs (pedestrian) in the area are missing.Could the BTD sign shop come and look at all the signage that is missing around the crosswalk. | Public safety sign: [No]  Sign description: [Orange Pesestrian crossing sign is on the ground.]  Is the pole still there: [Yes],Y los otros 5 signos (peastriano) en la zona están ausentes.Podría la tienda de letreros BTD venir y mirar toda la señalización que falta alrededor del cruce.  Señal de seguridad pública: [No] Descripción de la señal: [Señal de cruce de Orange Pesastrian está en el suelo.] ¿Está el poste todavía allí: [Sí]
1939,1939,101004370030,Cart was taken by trash.Need a new one. | Recycling pickup day: [Wednesday]  No. of carts: [1]  No. of units: [1],Carrito fue tomado por la basura.Necesita uno nuevo.  Recycling pickup day: [Miércoles] No. de carros: [1] No. de unidades: [1]
1940,1940,101004370028,Mattress that I have submitted a ticket for three times now. Amongst other litter possibly needles. Kids playing this park. It is located at the entrance of the park closest to Amory Street behind Vinnidio salon. PLEASE PICK UP!,Colchón que he enviado un boleto por tres veces ahora. Entre otras arena posiblemente agujas. Niños jugando este parque. Se encuentra en la entrada del parque más cercano a la calle Amory detrás de salón Vinnidio.
1941,1941,101004369976,Carriage discarded on sidewalk,Transporte desechado en la acera
1942,1942,101004369174,"Send code enforcement,  business blocking sidewalk not dpw occupy permit,  elderly person fell off sidewalk","Enviar código de aplicación, negocio bloqueando la acera no dpw ocupar permiso, persona de edad avanzada cayó de la acera"
1943,1943,101004369840,Water feature running constantly. | SR Type: [Trades General]  Park owner: [BPRD],Característica del agua que funciona constantemente.  SR Tipo: [Comercio General] Propietario del parque: [BPRD]
1944,1944,101004370018,Tree branches hanging to low on both sides of street 82 Washington St,Ramas de árboles colgando a bajo en ambos lados de la calle 82 Washington St
1945,1945,101004369821,Bag and a barrel full of bags containing random items no ticket issued,Bolsa y un barril lleno de bolsas que contienen artículos al azar sin billete emitido
1946,1946,101004362759,Recycling pickup day: [Thursday]  No. of carts: [1]  No. of units: [3],Día de recogida del reciclaje: [Jueves] No. de carros: [1] No. de unidades: [3]
1947,1947,101004369939,Please install trash cans here and educate about it litter clearly with enforcement fine signs,"Por favor, instale botes de basura aquí y eduque sobre él basura claramente con la aplicación de las señales finas"
1948,1948,101004369951,Litter all near bench please put a public trash can,Litter todo cerca del banco por favor ponga un bote de basura público
1949,1949,101004369516,Poop,Caca
1950,1950,101004370015,I have made this request before regarding a dead tree on a empty city lot besides my home. It is not on my property outside of my property line. I would like for someone to remove the tree before it falls on my home. I reached out to Urban Registry and they stated to contact the city. Please advise - Thank you,He hecho esta petición antes con respecto a un árbol muerto en un lote vacío de la ciudad además de mi casa. No está en mi propiedad fuera de mi línea de propiedad. Me gustaría que alguien para quitar el árbol antes de que caiga en mi casa. Me puse en contacto con el Registro Urbano y me dijeron que contactara con la ciudad.
1951,1951,101004369834,Near center of road inbound,Cerca del centro de la carretera de entrada
1952,1952,101004365735,Trotter playground splash pad not working.  Kids want to play and can't.,Los niños quieren jugar y no pueden.
1953,1953,101004369305,Trash/debris for removal. Ticket has been issued.,Papelera/debris para eliminación. El ticket ha sido emitido.
1954,1954,101004370014,Illegal graffiti please remove,Grafiti ilegal por favor quitar
1955,1955,101004368916,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [30 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Día de basura programado: [Mon/Thurs] ¿Cómo se colocó su basura para la recogida: [Barrel] Tamaño del barril: [30 galones] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
1956,1956,101004369783,"Please do a street cleaning on wales street... house burned down on street, street sweepers never passed.","Por favor, haga una limpieza en la calle Wales... la casa quemada en la calle, los barrenderos nunca pasaron."
1957,1957,101004369757,By any chance is the water gonna be on today for the kids? We been asking for about a week now.  And is there any way from keeping the dogs from digging and wasting their self there. A lot of Kids are at play here all day. Please turn on!,¿Por casualidad el agua va a estar encendida hoy para los niños? Hemos estado preguntando por alrededor de una semana. Y hay alguna manera de evitar que los perros de cavar y desperdiciar su yo allí. Muchos niños están jugando aquí todo el día. ¡Por favor encienda!
1958,1958,101004370009,Next to 14 Duncan St: multiple cars parked in tow zone/fire access.,Junto a 14 Duncan St: varios coches estacionados en la zona de remolque / acceso al fuego.
1959,1959,101004369064,Constituent reports trash was missed today. | Scheduled trash day: [Tues/Fri]  How was your trash placed out for collection: [Container]  Curbside pickup or an alley: [Curb Side Pickup],Informes constituyentes basura se perdió hoy.  Día de basura programado: [Tues/Fri] ¿Cómo se colocó su basura para la recogida: [Contenedor] Recojo de Curbside o un callejón: [Curb Side Pickup]
1960,1960,101004370008,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Viernes, 1 de julio de 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (0) Frigorífico/Congelador (1) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Curbside Pickup]"
1961,1961,101004369517,Overflowing trash,Desbordamiento de la basura
1962,1962,101004364568,This sign post sticks out of the ground and is a serious safety issue for walkers and people with strollers.,Este cartel sobresale del suelo y es un serio problema de seguridad para los caminantes y las personas con cochecitos.
1963,1963,101004368805,Traffic Signal box is only being closed by tape.  Can this be repaired properly please!!! | Type of problem: [Other]  Pole knockdown: [No],La caja de señal de tráfico sólo está siendo cerrada por cinta. Esto puede ser reparado correctamente por favor!!!  Tipo de problema: [Otro] Pole knockdown: [No]
1964,1964,101004365245,Please fix this fountain. It has been broken for well over a year. Is there someone I should call? I reported it last summer also.,Por favor arregle esta fuente. Ha sido rota por mucho más de un año. ¿Hay alguien a quien debería llamar?
1965,1965,101004369241,Water feature in Edgerly Road playground won't shut off.,Función de agua en el parque infantil Edgerly Road no se apagará.
1966,1966,101004369822,Trash near picnic tables overflowing   As is trash bin near compost. Please empty. thanks.,"Papelera cerca de mesas de picnic desbordante Como es cubo de basura cerca de compost. Por favor, vacío. gracias."
1967,1967,101004369286,Trash for removal. No code violation found at this time.,No se encontró ninguna violación de código en este momento.
1968,1968,101004368617,"Constituent states that the trash barrels were emptied but the bags were left next to the barrels and were open so trash has blown around the park, requesting the bags and the loose trash be cleaned up. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]","Constituyente afirma que los barriles de basura fueron vaciados, pero las bolsas se dejaron al lado de los barriles y estaban abiertas por lo que la basura ha volado alrededor del parque, pidiendo que las bolsas y la basura suelta se limpien.  SR Tipo: [Limpiar / Trash] Propietario del parque: [BPRD]"
1969,1969,101004369437,Trash up and down street was not picked up.,La basura de la calle no fue recogida.
1970,1970,101004365521,No water coming out Leaking,No hay agua saliendo fugando.
1971,1971,101004369265,"Missing traffic mirror. Please install a traffic mirror so drivers on Baldwin can see on coming traffic down Medford (from Sullivan/Main) Extremely dangerous blind corner. Multiple speed traps have recently been installed on Medford - highlighting how fast traffic speeds down the road. Furthermore, Chappie street has a traffic mirror.","Espejo de tráfico perdido. Por favor, instale un espejo de tráfico para que los conductores en Baldwin puedan ver en el tráfico que viene por Medford (desde Sullivan/Main) esquina ciega extremadamente peligrosa. Recientemente se han instalado múltiples trampas de velocidad en Medford - destacando la velocidad del tráfico por la carretera. Además, Chappie calle tiene un espejo de tráfico."
1972,1972,101004369463,Please enforce no hammocks in the Public Garden as it is a botanical garden and not a park. Thank you,"Por favor, hacer cumplir ninguna hamacas en el Jardín Público ya que es un jardín botánico y no un parque. Gracias"
1973,1973,101004369246,Constituent states a store left a metal trash can on the street and is now filled to the top with trash. Constituent states it has been there for a while. | Type of debris: [Debris Pickup]  Cars parked on the street: [No],Constituyente estados una tienda dejó un cubo de basura de metal en la calle y ahora se llena a la parte superior con la basura. Constituyente estados que ha estado allí por un tiempo.  Tipo de escombros: [Debris Pickup] Coches estacionados en la calle: [No]
1974,1974,101004365520,Water play feature broken. Please fix this quickly! It's 90 degrees tomorrow. These Dorchester kids need to stay cool.,"El juego de agua se rompió. Por favor, arregle esto rápidamente! Son 90 grados mañana. Estos niños Dorchester tienen que mantenerse tranquilos."
1975,1975,101004368407,Loud banging/hammering from the parcel 12 construction site on Massachusetts avenue at 7:00 am,Fuerte golpeteo / atasco de la parcela 12 sitio de construcción en la avenida Massachusetts a las 7:00 am
1976,1976,101004369049,Most of the entire street is potholes/bumpy rides. Take a tour down blue hill and you will see!,La mayor parte de toda la calle es baches / paseos ajetreados. Tome un recorrido por la colina azul y usted verá!
1977,1977,101004368917,Recycling at 133 has been out at correct times but has not been picked up the last 3 visits.,"Reciclaje a 133 ha estado fuera en los momentos correctos, pero no ha sido recogido las últimas 3 visitas."
1978,1978,101004369738,Yard waist wasn't picked up,La cintura del jardín no fue levantada.
1979,1979,101004369345,"Constituent reports Metal scraps dumped from neighbor on 6 Sparhawk st in the rear of the property, states this has happened multiple times. The metal scraps are in the rear of the yard off of murdoch st  . The metal scraps came from 6 Sparhawk. This address is located on the side of there property and states they dumped into on to her property | Witnessed incident: [Yes]","Informes constituyentes Los restos de metal arrojados desde el vecino en 6 Sparhawk st en la parte trasera de la propiedad, dice que esto ha sucedido varias veces. Los restos de metal están en la parte trasera del patio fuera de murdoch st. Los restos de metal vinieron de 6 Sparhawk. Esta dirección se encuentra en el lado de allí propiedad y los estados que se vierten en su propiedad  Testigo incidente: [Sí]"
1980,1980,101004369906,Dead rat under tree,Rata muerta bajo el árbol
1981,1981,101004369791,2 bags raw food random trash no evidence found unable to cite,2 bolsas de comida cruda basura aleatoria ninguna evidencia encontrada incapaz de citar
1982,1982,101004369997,Deep pothole/sinkhole on revere in a poorly filled trench cut.,Vacío profundo / hoyo en reverencia en un corte de trinchera mal llenado.
1983,1983,101004369497,Rubbish is placed out well in advance of pickup | Details: [Trash all over the driveway as well]  Exact location: [Front],Basura se coloca fuera con suficiente antelación de la recogida  Detalles: [Se estrella por todo el camino de entrada también] Ubicación exacta: [Frente]
1984,1984,101004364794,Broken bubbler in LoPresti park by the basketball courts,Burbujador roto en el parque LoPresti por las canchas de baloncesto
1985,1985,101004369996,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
1986,1986,101004369994,New tree request due to tree removal. (On Side) | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árboles. (En el lado)  ¿Reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
1987,1987,101004337472,Trash and glass in the park also broken equipment. Splash pad needs to be fix and drinking equipment broken. Thank you,Papelera y vidrio en el parque también equipos rotos. Splash almohadilla necesita ser reparado y equipo de bebida roto. Gracias
1988,1988,101004369993,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
1989,1989,101004338947,Major construction and no visible building permit.,Construcción importante y sin permiso de construcción visible.
1990,1990,101004369321,"Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Día de basura programado: [Martes] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
1991,1991,101004369236,Illegal dumping. Contractors gutting building and throwing large pieces of walls/pipes/materials off the 3rd floor deck into the yard. I have photographic evidence.,Abandono ilegal. Contratistas destripando la construcción y arrojando grandes piezas de paredes / tuberías / materiales de la cubierta del 3er piso en el patio. Tengo pruebas fotográficas.
1992,1992,101004369990,Illegally Double parked. Please do sweeps here.,"Aparcado ilegalmente doble, por favor haga barridos aquí."
1993,1993,101004369989,New tree request due to tree removal.(In rear on Deckard closest to Warren St.) | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.(En la parte trasera en Deckard más cercano a Warren St.)  ¿Resides en este lugar: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
1994,1994,101004369986,Potential of tree limb hitting vehicle passing by very low clearance,Potencial de golpeo del miembro del árbol del vehículo pasando por un espacio muy bajo
1995,1995,101004369864,"Litter along the gutter , odd side of street. This street was just swept two nights ago but lots of trash is still in the gutter along dorchester ave","Esta calle fue barrida hace dos noches, pero todavía hay mucha basura en la alcantarilla a lo largo de Dorchester ave."
1996,1996,101004369985,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
1997,1997,101004369987,New bricks have been here since last year. Need to be installed following utility work. There are spots like this with new bricks waiting to be installed all around the neighborhood.,Los ladrillos nuevos han estado aquí desde el año pasado. Necesitan ser instalados después de los trabajos de utilidad. Hay lugares como este con ladrillos nuevos esperando para ser instalados en todo el barrio.
1998,1998,101004369887,Constituent reports shattered glass broken into small pieces all across road | Type of debris: [Debris Pickup]  Cars parked on the street: [Yes],Informes constituyentes vidrio roto en pedazos pequeños a través de la carretera Tipo de escombros: [Debris Pickup] Coches estacionados en la calle: [Sí]
1999,1999,101004369983,Car in tow zone | The closest intersecting street: [St James]  How is the car parked illegally: [Other]  Make: [Honda]  Color: [Green]  Vehicle License Plate Registration: [3KEA74]  Vehicle License Plate State: [MA],Coche en la zona de remolque  La calle de intersección más cercana: [St James] ¿Cómo está el coche estacionado ilegalmente: [Otro] Marca: [Honda] Color: [Verde] Licencia de vehículo Registro de matrícula: [3KEA74] Licencia de vehículo Estado de matrícula: [MA]
2000,2000,101004369981,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2001,2001,101004369984,Illegal parking. Commercial vehicle parked longer than 3 hrs. Outside of permitted parking zone.,Estacionamiento ilegal. Vehículo comercial estacionado más de 3 horas. Fuera de la zona de estacionamiento permitida.
2002,2002,101004369478,Hole is in the driving lane,El agujero está en el carril de conducción
2003,2003,101004369978,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2004,2004,101004369980,"The bricks at the bottom of the stairs going up to 16 Concord Sq are sinking on one side. The bricks are loose all the way to the side and there is a hole underneath. We called a masonry company to have them fix but they told us that because the brick is city property, they cannot fix it. We are afraid that the hole is going to get bigger and become a hazard.","Los ladrillos en la parte inferior de la escalera que sube a 16 Sq Concord se están hundiendo en un lado. Los ladrillos están sueltos todo el camino hacia el lado y hay un agujero debajo. Llamamos a una empresa de mampostería para que los arreglen, pero nos dijeron que porque el ladrillo es propiedad de la ciudad, no pueden arreglarlo. Tenemos miedo de que el agujero va a hacerse más grande y convertirse en un peligro."
2005,2005,101004318965,Business van on CHAMBERLAIN st . At Algonquin st. End . Been there since winter !,Van de negocios en CAMBERLAIN st. En Algonquin St. Fin. He estado allí desde el invierno!
2006,2006,101004369975,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2007,2007,101004369977,Broken please fix,"Roto, por favor arreglalo."
2008,2008,101004369971,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2009,2009,101004369807,Black berry tree owner did not prune and now all over the side walk and not taken car of,El dueño del árbol de bayas negras no podó y ahora por todo el lado caminar y no se llevó el coche de
2010,2010,101004369968,"Request for an XL solar compactor trash bin directly in front of these 2 food/convenience stores as customers sit on wall on my neighboring property to eat and literally throw trash on our lawn, into our shrubs and sidewalk. The wind blows all this trash into our driveway at 145 Stoughton and also up Whitby terrace and into everyone's property. There's is only a recycle bin in front of Delicia's and tufts convenience and a trash bin on the opposite corner away from these 2 sources of trash and litter.","Solicitar un contenedor de basura compactador solar XL directamente frente a estas 2 tiendas de comida/conveniencia mientras los clientes se sientan en la pared en mi propiedad vecina para comer y literalmente tirar basura en nuestro césped, en nuestros arbustos y acera. El viento sopla toda esta basura en nuestro camino de entrada en 145 Stoughton y también en la terraza Whitby y en la propiedad de todos. Hay sólo un cubo de reciclaje en frente de Delicia y mercadillos conveniencia y un cubo de basura en la esquina opuesta lejos de estas 2 fuentes de basura y basura."
2011,2011,101004369364,Scheduled recycling day: [Tues/Fri]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Tues/Fri] Cómo se colocó el reciclaje para su recogida: [Cart] Recojo de Curbside o un callejón: [Curb Side Pickup]
2012,2012,101004369435,"Overflowing trash barrels, multiple commercial plate trailers overflowing with trash, hot tub not in use visible in back yard Code enforcement citation for to much trash & multiple commercial vehicles in rear of property in alley","Barriles de basura desbordantes, múltiples remolques de placas comerciales rebosantes de basura, bañera de hidromasaje no en uso visible en patio trasero Código citación para mucha basura y múltiples vehículos comerciales en la parte trasera de la propiedad en callejón"
2013,2013,101004369891,Champney st side unclaimed barrel,Champney st lado barril no reclamado
2014,2014,101004328723,"3 cars (9VX793, 2LCJ65, 7DJ658) still have not moved in over a month.  Please green tag as abandoned.","3 coches (9VX793, 2LCJ65, 7DJ658) todavía no se han movido en más de un mes. Por favor etiqueta verde como abandonado."
2015,2015,101004364219,Cut pieces of light pole left on sidewalk,Cortar trozos de poste de luz a la izquierda en la acera
2016,2016,101004369963,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2017,2017,101004369621,Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Martes] Cómo se colocó el reciclaje para su recogida: [Cart] Recojo de Curbside o un callejón: [Curb Side Pickup]
2018,2018,101004369960,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2019,2019,101004369958,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2020,2020,101004369480,"Trash and recycling | Scheduled trash day: [Tues/Fri]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Papelera y reciclaje  Día programado de la basura: [Tues/Fri] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
2021,2021,101004369216,Overgrown landscaping. Trash and rodent sighting,Paisajismo cubierto. Avistamiento de basura y roedores
2022,2022,101004369956,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2023,2023,101004369331,Constituent states the recylcing cart was skipped and is requesting collection | Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Constituyente estados el carro de reciclaje se saltó y está solicitando la recogida  Día de reciclaje programado: [Martes] ¿Cómo se colocó el reciclaje para la recogida: [Cart] Curbside pickup o un callejón: [Curb Side Pickup]
2024,2024,101004369907,Single capped needle in flower beds on Prentiss Street.,Aguja de cubierta individual en los macizos de flores en la calle Prentiss.
2025,2025,101004361751,Missing Pole & Hero Square Sign for  Paul J. Lotti Please replace,"Signo de Pole & Hero Square desaparecido para Paul J. Lotti Por favor, reemplace"
2026,2026,101004369954,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2027,2027,101004369274,Constituent states the recycling cart was skipped and is requesting collection | Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup],Constituyente estados el carro de reciclaje se saltó y está solicitando la recogida  Día de reciclaje programado: [Martes] ¿Cómo se colocó el reciclaje para la recogida: [Cart] Recojo de Curbside o un callejón: [Curb Side Pickup]
2028,2028,101004369526,Owner of this house is blocking a legal parking spot without a valid curb cut. 29 Starr Lane,El propietario de esta casa está bloqueando un lugar de estacionamiento legal sin un corte de bordillo válido. 29 Starr Lane
2029,2029,101004369950,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2030,2030,101004369952,1290 tremont st sink hole,agujero del fregadero de 1290 tremont st
2031,2031,101004269076,request tree planting | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],solicitud plantación de árboles  Usted reside en este lugar: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2032,2032,101004369947,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2033,2033,101004369814,Non stop beeping coming from a house. Please look into this,No dejes de pitar viniendo de una casa.
2034,2034,101004329238,There was a large fallen tree floating half way in Chandler Pond on a Lake Shore Road in Brighton. It was removed and cut in 3rds and placed by the sidewalk against the base of a big tree. It's in front of 56 Lake Shore Road. Could someone please comes and remove the logs? Thank you!,Había un gran árbol caído flotando a mitad de camino en Chandler Pond en un Lake Shore Road en Brighton. Fue removido y cortado en 3a y colocado en la acera contra la base de un árbol grande. Está delante de 56 Lake Shore Road. ¿Podría alguien por favor venir y quitar los troncos? ¡Gracias!
2035,2035,101004369945,New tree request due to tree removal. | Do you reside at this location: [Yes]  Is this a request for multiple street trees: [No],Nueva solicitud de árbol debido a la eliminación de árbol.  ¿Usted reside en esta ubicación: [Sí] ¿Es esta una solicitud para múltiples árboles de la calle: [No]
2036,2036,101004369059,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Tuesday]  Curbside pickup or an alley: [Curb Side Pickup],Artículo(s) que se suponía que debía(n) recoger: [TV] Día de basura programado: [martes] Recojo de Curbside o un callejón: [Curb Side Pickup]
2037,2037,101004329021,Large branch on tree at Holton Street park might fall off.,Gran rama en el árbol en el parque Holton Street podría caerse.
